"","id","fraction","phylum","HHW02","HHW03","HHW04","HHW05","HHW06","HHW07","HHW08","HHW10","HHW11","HHW13","HHW14","HHW15","HHW16","HHW18","HHW19","HHW21","HHW23","HHW24"
"531","56005b266fcabddf9c75db2f09b8a6f9","byARMS","Basidiomycota",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"532","40f0c4fdaf7cf43f1500e87a03173006","byARMS","Bacillariophyta",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"533","cb49eed79cfe658202a24ece456d0c3f","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"534","bae3de353b427e5e498af7796162bfec","byARMS","Platyhelminthes",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"535","c7c852dc01e65066d29c7db213e1a12a","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"536","20ccb47eb096dfb2a1583613922f956f","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"537","9f5ffc4ea49feab180991bf2d7607bfd","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"538","ea014a79f9a9200c36affdde47bfa874","byARMS","Bacillariophyta",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"539","66c136ea627b912fdfec2ca84cb82386","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"540","27748af2acdc219b8483e1f4fc99b899","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"541","54bc2ee4d27034f4dc1eb8d3854f180d","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"542","9609fc1ad4e2ca6284d4831f8cd118bc","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"543","04ddf1212f9e718e8633389d641d5f67","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"544","ed4a2547bef6facf08c0db88b3944455","byARMS","Annelida",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"545","ef6962f8f166dc90ebe266140c663204","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"546","6c10c915ac314d5a8eb4aa87efb4ad21","byARMS","Oomycota",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"547","b328d48a1b98add78dced162d9d36f67","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"548","b4767a59d86cd2523b84d037965165d0","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"549","665816df21e71d01b755658727367baa","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"550","f384052e2c50e4c532aeb4eaa3aa0b5f","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"551","373b8b23dc90bacfa0d66bf832e59a58","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"552","dd6acd1eb0cf54c09db6c0d32b1d172b","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"553","aa2ecf24ee0ca3f108e9f97bbb3a25dc","byARMS","Arthropoda",14,44,18,0,0,253,212,0,0,0,0,0,0,0,0,0,0,0
"554","a1032fa1356cb8279537383d0d9e39fe","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"555","d08ac07d5bf700506a506bb44e32be32","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"556","124db757a688bc38efebc5e869ffc003","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"557","2b0e80f026de6b53f0d0ec01df0b68b6","byARMS","Rhodophyta",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"558","5fb1d57a35328177f0c9426ef4d64103","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,5,2,0,16,0,4,34,6
"559","05e48dde9b44715efad45df35aaee0dd","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"560","201f317f589a037bf497153de0b57d73","byARMS","Basidiomycota",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"561","76e9cf3e0b7bb7bb058db2a0c0bf2bca","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"562","616ece17ce37cb0dcb6e80358f4a1884","byARMS","notAssigned",0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"563","213543dab045136ab88bb3bb3a0565b8","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"564","d942c57c46c9c6233c432815508072d9","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"565","bfbff6cb2bf390e7928f22b00cd1be7d","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"566","6d69bcbf9268d91c7c16d4fbd25ace8f","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"567","6e15148e9e45e0e5e380e3a163ab991b","byARMS","Rhodophyta",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"568","3e9349b8ed1432d7265bafca2a4f4e2e","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"569","7f63ba0f36e1b13e4d9d7a46acd25d18","byARMS","notAssigned",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"570","1527d9233c24a82743666341722f6398","byARMS","notAssigned",0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0
"571","2ca85bb6fa58f9c349b6b8e014202be1","byARMS","Phaeophyceae",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"572","0541f3f93dfbe05ce2d4f764277f5d30","byARMS","notAssigned",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"573","dfb8ee773ac492cdd6498f5fe12efcaa","byARMS","notAssigned",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"574","52d8f7def3cae01ae195abb36057d4d1","byARMS","notAssigned",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"575","5954720ace8178c38d92250a8ff8bc0f","byARMS","Rhodophyta",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"576","f204871fe07bf9a160b2598cb2eff5ae","byARMS","notAssigned",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"577","5cfaadc6bb2afbc6bf1e81792f95c3cb","byARMS","notAssigned",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"578","3126454683fee810bfd31ef39f454dbd","byARMS","notAssigned",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"579","c04714e2793e23eeaab6609a3332b862","byARMS","notAssigned",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"580","fdd3962b9d7b77ce4f1ee9c910269eda","byARMS","Arthropoda",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"581","dbc07b3ef3464e3785808b22e11ab43b","byARMS","notAssigned",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"582","159bf9da9d411eef241f2ef857b3df36","byARMS","notAssigned",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"583","4dc066845c1ce8ad4efe588358a8ec7b","byARMS","notAssigned",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"584","b96af3a1bbf32cbfcba369779a4146a7","byARMS","Nemertea",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"585","f607b416e22616aa40fad2a4637f6dfb","byARMS","notAssigned",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"586","efcc3503246d60a7dff3ad66cbf1525d","byARMS","Arthropoda",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"587","34a0c9e83e621a2bf9fd4f2fa8b36b59","byARMS","Nemertea",19,6,3,0,0,0,0,2,29,0,0,14,0,0,0,0,0,17
"588","2c15561eee28204356b28d559f79a1d0","byARMS","notAssigned",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"589","3d810fecd8c184129d43956b3e4dabe6","byARMS","Discosea",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"590","7280b99b7e7f8b524bf7cb2de11fdba8","byARMS","notAssigned",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"591","0f5b1af861ada06a0b1d9cf25eeb78f0","byARMS","notAssigned",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"592","0b828b5b8155731826b887b5867a9d21","byARMS","Annelida",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"593","e2689a9225eea2f830fc5d6981f294e6","byARMS","Arthropoda",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"594","dbc2574878cb33b7d9279c099227a0dc","byARMS","notAssigned",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"595","b7d374bfbfe528e4819840545902147f","byARMS","notAssigned",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"596","b9a0fdefe1d50b356740bb05e524dbc6","byARMS","Discosea",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"597","c58fcef2cecbd891a0a92feabb768222","byARMS","Chordata",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"598","c0b1a34e6342636cb0bf389d3ec45c98","byARMS","Mollusca",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"599","50791f3f62618df817586a24fb096e73","byARMS","Mollusca",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"600","9b0c663777060423046c2ad2ac3d2850","byARMS","notAssigned",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"601","99f5b5071d5e6a047bee0df733812336","byARMS","notAssigned",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"602","c15f473c649c3e07a64d6cf19b2942ef","byARMS","notAssigned",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"603","1679d1f1d6bc0d68f239d736097c1ed6","byARMS","Mollusca",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"604","04b9e244a37742cad8dc41d8d0219eac","byARMS","Bryozoa",23,20,17,16,26,0,0,2,4,13,22,10,24,18,13,3,23,12
"605","6cc9f1bc834ac14bb0c337f25785bc36","byARMS","Oomycota",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"606","2bb9a4f7736a92850655e309cf61640b","byARMS","notAssigned",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"607","8872c5f2ed7e22478237143d403a3e2c","byARMS","Phaeophyceae",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"608","a2f266c3df297f62088c64c72a03035e","byARMS","notAssigned",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"609","ecde7cff5cd407612a82c988b39d78f2","byARMS","notAssigned",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"610","6ebe12056f84b66b4d62c62b7f12b9f0","byARMS","notAssigned",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"611","295a0fcb4663e013f157ccb6f8a0310d","byARMS","Mollusca",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"612","2b12e8a157deaecb96c38a521cef1818","byARMS","notAssigned",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"613","762c4813385212aa939a3dd5dfe30828","byARMS","Mollusca",0,26,9,0,2,0,0,3,0,0,2,10,0,0,0,0,19,0
"614","07fbe93b9ca2c8208827801553455869","byARMS","Nemertea",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"615","78fa2095801d935f81dd23bb4a78e9a2","byARMS","Porifera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"616","80cad9549e125e0f5bd8135f8fd289a0","byARMS","notAssigned",0,0,0,15,0,0,6,0,2,0,6,19,5,7,2,0,10,2
"617","95a0fa07ad38bbb0aa8bbf8d60e6c843","byARMS","Oomycota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"618","9e35426dbf5404afbcc209f8d6ca01cc","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"619","e5e23dcd3f607215d6ec52443976cdb9","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"620","15a585696b3cba96d247a729fbc9047a","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"621","8493bed99220fef2a7b8bac454e4b27e","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"622","1435167f7e97d9cd66993fbfb9f28cb5","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"623","648831def49cc5b8fccc439c6670e6b3","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"624","3d76f31231b9dc1544ff10d6d7052f42","byARMS","notAssigned",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"625","28dc9bb61f57f818973819f51d17acc0","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"626","e02c4fe22506d601ab47c5aa5bd86dba","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"627","02de63a23bacb004443789c920f09c14","byARMS","Chordata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"628","fef2ea9ff6e2964bc593cf58062671ac","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"629","516a5c9bffcfb499d4759da30a72d010","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"630","f4c6e358e4f24d5fcc770504214b8b71","byARMS","Nemertea",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"631","c2654d35d2dd58bdca1610a912a0027b","byARMS","Annelida",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"632","7027321cddc06441e6f06d3aa36ca8d4","byARMS","Bryozoa",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"633","2cd6c698f53d8fd0737c4fd39d1c241f","byARMS","Basidiomycota",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
"634","299f64468082d377ef8af9a53035a7ef","byARMS","Mollusca",0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"635","4993699685fcce113ed907af54865163","byARMS","Porifera",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"636","1c6b92150cc5df34c043189eb2b7afa4","byARMS","Discosea",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"637","cd6f4b99da3723247bdccd42d5d8cccc","byARMS","notAssigned",0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"638","17a2b34ff2b16eb570f63f0b1338f038","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"639","f1af09ec76501b2605f6f6d3737531d0","byARMS","Haptophyta",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"640","2d3708830dafc353899603cc6ffb1b4c","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"641","22cede6a0ff141d9be67e2a41a89c39d","byARMS","Oomycota",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"642","c364f13c9fdb96438c4ab90bc6d3886a","byARMS","Discosea",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"643","ade152f4de562315c82f3e84bfbc58b1","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"644","88a1ebaaa5541b4cd0108ad7a5bf18c6","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"645","469e1c2c8107eb46668c8e081347bbc3","byARMS","Chordata",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"646","ffaa74219e5d0a6cbca17e71d6639c2c","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"647","d3053fdd963b7f536ffdff83bd99f32c","byARMS","Mollusca",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"648","7d538ceba8c9415188b3c786a978213e","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"649","43ba2dcc82a1896b27864933b00db9ab","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"650","7d60725bbc48da43188525c49532b550","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"651","e5d62460d2490814239ecae12f6ccb2d","byARMS","Oomycota",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"652","7e849d28f68988c202ab18c878389e15","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"653","7cda9bf84edd7a19c4fcf9212e5afc9d","byARMS","Bacillariophyta",0,68,10,13,5,29,0,4,12,4,3,6,17,50,13,11,12,7
"654","ec053c607c4c628c4334547f3c9f46f0","byARMS","Bacillariophyta",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"655","14809b27fe9cf5aaa4a20a1f7db75caf","byARMS","notAssigned",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"656","7a06e00a3cbfc13964f72843edf36368","byARMS","notAssigned",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"657","ce691a06fa2b0ebd19af1cfec74e6aa5","byARMS","Arthropoda",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"658","8f669a6936ee1362b73d3843b12db0a7","byARMS","notAssigned",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"659","a7a027c76c613d97f8d78e5abd7aefff","byARMS","notAssigned",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"660","13ea380ab3fcd298884fee892fc870de","byARMS","Rhodophyta",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"661","11277b7defcab7eacc26ca430fa8fd89","byARMS","notAssigned",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"662","281699e3981dfeb8d490f05062a1df5d","byARMS","notAssigned",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"663","f485a75b42c0e61a512c82808baf6efa","byARMS","notAssigned",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"664","6329675ee5353df73f2d90ba3795f0d2","byARMS","notAssigned",0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"665","6469d792bb4fe4d6cdf754ea93b459e1","byARMS","Discosea",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"666","6f66219869a3923106f2d26fafee4ac5","byARMS","Mollusca",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"667","c82de3e17fd804da533e3403532f73f9","byARMS","notAssigned",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668","89793c3139c29cec6bd7b68cdc01d2d1","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4
"669","ae6f1bcf7d68f52bf402b78c160fd506","byARMS","Mollusca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"670","b002d83e968ecd50cd0c47af4ac59d99","byARMS","Mollusca",4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"671","404902b618df8bc91504f93443cebaaa","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"672","0044c8ddcf576c3b5c71498aad68bc05","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"673","b0777898f337e126d73eb560bc7dbef3","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"674","97c8862d06692319f0a7bd421b69859f","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"675","d280683f34c6c0869eadfcc2346fe5eb","byARMS","Echinodermata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"676","39ee3bfac01cf069fc86532037c338be","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"677","a80620c8f0ed499bf16a0a36ebd3b48b","byARMS","Nemertea",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"678","21b25707717f9014ad790a471e71ec66","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"679","7496d58ca589fcb37c7ea3d0cd7c0533","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"680","49f661e39538994e86b52250b25b7398","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
"681","780efd881b126d4fb159da019d348955","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"682","25e247f3e01ba6fffd37c09431697d0e","byARMS","Nemertea",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"683","97f65d1bd166e9d90333edca405fcce1","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"684","7359cb013aae3c5963814ef763efc24c","byARMS","Rhodophyta",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"685","b1a7e27409cd099efcbcba698564b94a","byARMS","Bacillariophyta",0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"686","66cd40132e5babc60bdd9ac90007cf8a","byARMS","Annelida",0,0,0,54,0,4,0,0,0,0,188,0,0,0,0,0,0,52
"687","cdeb026081349cb1b879820776a9b63c","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"688","1d9030498e6f2a25c3c2626db1410b65","byARMS","notAssigned",2,18,4,15,0,29,57,4,0,4,4,0,0,13,0,0,0,3
"689","f642f02f4cb98829000d6a661e173a85","byARMS","Chordata",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"690","154af2fccdbfdedb2cc303463b840ffd","byARMS","Chordata",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"691","c1f0f42c2ebbe05246563f7cdedd2d01","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"692","40e8108cca3af305ae4eaf7443f0ea32","byARMS","Chlorophyta",0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
"693","6d02f77bd1ab85ef1df8c034595af7b8","byARMS","Mollusca",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
"694","4f261ca63d5b3edb9f8055bb1656f193","byARMS","notAssigned",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"695","21a0404f13be1a49bd9cdbac49f5cbca","byARMS","notAssigned",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"696","4f7d90f34e9c695dd139bbe900d21f4d","byARMS","Arthropoda",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697","c416eae771cdceece4f761c0fa5a776d","byARMS","notAssigned",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698","78c65dbdae95bbf2319d29f455c77efe","byARMS","Annelida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"699","de9e223b7ca9e9eaa3c5e06d04e24096","byARMS","Sipuncula",415,3068,4260,4515,3374,1443,573,2231,1109,6048,1146,2099,2374,1456,2968,1154,2458,3324
"700","fc8dee38c08b2dc75b469e2f8ea25580","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"701","80d998b6646d846e7de252b92bd1ac7c","byARMS","Discosea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"702","a7bbe2e71a29d5323cb3af96af5d0b58","byARMS","Rhodophyta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"703","e3171f4355bf2eef74e8f614f8d7e3d8","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"704","6b45dbe344460b4a6643af2e53a673fd","byARMS","Bacillariophyta",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"705","305a73d5da2ea2e33ac6d12cf1b26277","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"706","195c4791af8f6bc1fea5335b63dcee82","byARMS","notAssigned",0,0,2,0,4,0,2,0,0,0,5,2,3,5,0,0,5,0
"707","83e44b6f1708a6b824f891d4df6204a8","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"708","e8ae64fc844b42702c390c8fe58d4aa8","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"709","41bb78267df9a6904ada97110dd33af1","byARMS","notAssigned",0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0
"710","0db67538d80eaecc36c1182b06813b33","byARMS","Bryozoa",1091,488,696,378,618,316,406,906,393,732,361,2207,1068,2212,707,375,1037,692
"711","029ce78a424f1bce8c12a77ab217e657","byARMS","notAssigned",0,140,99,0,314,219,0,0,136,0,72,0,0,122,0,510,105,0
"712","76602ad152b1911c50b70461fee59c25","byARMS","Cnidaria",597,321,1095,165,741,140,231,117,350,206,835,2132,468,102,275,210,937,422
"713","5fb7be9fa7decc3912ce8dfa60243d78","byARMS","notAssigned",0,0,0,0,0,0,37,0,0,0,25,0,54,0,0,0,0,67
"714","4487773093eb2a56510dcb421a659d62","byARMS","Annelida",0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,2
"715","531958852f3ea2c13fb1e11268797d8b","byARMS","Mollusca",11,2,2,0,0,0,0,5,0,0,5,0,4,0,6,0,0,0
"716","5851aea646832d616ba3771a18b61d35","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"717","79e0779822be43fa40d86da8a3835346","byARMS","Annelida",0,0,9,46,304,0,5,228,0,194,5,100,125,2,246,0,198,36
"718","42b4bc80dde679c5d0d4c618bdaed825","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"719","a2b3cf7285895e54ca25c052d01fac8e","byARMS","notAssigned",0,0,0,0,4,0,2,0,0,3,0,0,0,0,2,0,2,0
"720","44e51575aa125cebc9b30be4c71a21c0","byARMS","Annelida",881,173,533,281,1217,9,0,50,186,46,340,0,200,86,211,4,261,296
"721","7437a09a17c4d44135abc688aabf475e","byARMS","Rhodophyta",0,0,0,0,7,0,0,7,11,31,5,7,11,149,48,8,44,12
